question_id,clip_id,musical_element,primary_skill_code,primary_skill_name,secondary_skill_codes,learning_stage,difficulty_band,period,genre,ensemble,metadata_confidence,metadata_review_status
TT012,CLIP-E1AE2514C0DA,Texture,TEX.TYPE,Texture type,,identify,Securing,,Concerto,,high,Review
TT013,CLIP-BD5F009F6AAB,Texture,TEX.TYPE,Texture type,,identify,Securing,,Fugue,,high,Review
TT014,CLIP-B8BFFCB2BF23,Texture,TEX.TYPE,Texture type,,identify,Mastering,,Concerto,,high,Review
TT015,CLIP-EEB3C3D7A1BC,Texture,TEX.TYPE,Texture type,,identify,Mastering,,,,medium,Review
TT016,CLIP-ACF52DDA860C,Texture,TEX.TYPE,Texture type,,identify,Securing,,Symphony,,high,Review
TT017,CLIP-7C1A1EAE77F3,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Foundation,,Concerto,,high,Review
TT018,CLIP-AF716D4B93D4,Texture,TEX.TYPE,Texture type,,identify,Mastering,,Overture,,high,Review
TT019,CLIP-8AE8FD72E093,Texture,TEX.TYPE,Texture type,,identify,Mastering,,Fugue,,high,Review
TT020,CLIP-670012110D20,Texture,TEX.TYPE,Texture type,,identify,Securing,,Fugue,,high,Review
TT021,CLIP-75E4EE2A0477,Texture,TEX.TYPE,Texture type,,identify,Securing,,Fugue,,high,Review
TT022,CLIP-696651300B16,Texture,TEX.TYPE,Texture type,,identify,Securing,,Fugue,,high,Review
TT023,CLIP-00D0E3017BA2,Texture,TEX.TYPE,Texture type,,identify,Developing,,Fugue,,high,Review
TT024,CLIP-7A7904D88692,Texture,TEX.TYPE,Texture type,,identify,Securing,,Fugue,,high,Review
TT025,CLIP-47B122EC23DC,Texture,TEX.TYPE,Texture type,,identify,Securing,,Fugue,,high,Review
TT026,CLIP-6AB946BE1B1F,Texture,TEX.TYPE,Texture type,,identify,Mastering,,Fugue,,high,Review
TT027,CLIP-21531100A236,Texture,TEX.TYPE,Texture type,,identify,Mastering,,Fugue,,high,Review
TT028,CLIP-8D83A6ACE3AE,Texture,TEX.TYPE,Texture type,,identify,Mastering,,Fugue,,high,Review
TT029,CLIP-F10E183F15C6,Texture,TEX.TYPE,Texture type,,identify,Mastering,,Fugue,,high,Review
TT030,CLIP-5BC88E82E4CA,Texture,TEX.TYPE,Texture type,,identify,Mastering,,Fugue,,high,Review
TT032,CLIP-4396464E26E9,Texture,TEX.TYPE,Texture type,,identify,Mastering,,Fugue,,high,Review
TT033,CLIP-26C631BAA9EC,Texture,TEX.TYPE,Texture type,,identify,Mastering,,Fugue,,high,Review
TT034,CLIP-D20661F0ACC5,Texture,TEX.TYPE,Texture type,,identify,Securing,,Fugue,,high,Review
TT035,CLIP-CC892B388B4B,Texture,TEX.TYPE,Texture type,,identify,Securing,,Fugue,,high,Review
TT036,CLIP-A4931BDBBAB3,Texture,TEX.TYPE,Texture type,,identify,Securing,,Fugue,,high,Review
TT037,CLIP-4AB38AFAE388,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Developing,,,,medium,Review
TT041,CLIP-EF3F6B275AFD,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Foundation,,,,medium,Review
TT042,CLIP-CB221384081D,Texture,TEX.TYPE,Texture type,,identify,Mastering,,,,medium,Review
TT043,CLIP-3E4F16754582,Texture,TEX.TYPE,Texture type,,identify,Securing,,,,medium,Review
TT044,CLIP-CBEF9D8A2B41,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Developing,,,,medium,Review
TT046,CLIP-15AB54CF50E8,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Developing,,Suite,,high,Review
TT047,CLIP-AD837BF49E1C,Texture,TEX.TYPE,Texture type,,identify,Developing,,Fugue,,high,Review
TT048,CLIP-C5C5016961F3,Texture,TEX.TYPE,Texture type,,identify,Securing,,Fugue,,high,Review
TT049,CLIP-03745CFBFCF8,Texture,TEX.TYPE,Texture type,,identify,Foundation,,Suite,,high,Review
TT050,CLIP-47108A11ECD6,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Foundation,,Symphony,,high,Review
TT051,CLIP-8DB5B07D9E7C,Texture,TEX.TYPE,Texture type,,identify,Foundation,,Fugue,,high,Review
TT052,CLIP-EF4DAB647981,Texture,TEX.TYPE,Texture type,,identify,Foundation,,Suite,,high,Review
TT053,CLIP-FF3375305586,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Foundation,,Symphony,,high,Review
TT054,CLIP-3FBF373E58E8,Texture,TEX.TYPE,Texture type,,identify,Foundation,,Symphony,,high,Review
TT055,CLIP-9CB54CB87688,Texture,TEX.TYPE,Texture type,,identify,Foundation,,Suite,,high,Review
TT056,CLIP-2B9B42A266C6,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Foundation,,Symphony,,high,Review
TT057,CLIP-51B6C75DC2BD,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Foundation,,Symphony,,high,Review
TT058,CLIP-206AB2ADEA48,Texture,TEX.TYPE,Texture type,,identify,Foundation,,Suite,,high,Review
TT059,CLIP-CB8591C35B93,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Developing,,Symphony,,high,Review
TT061,CLIP-EC862C13B7FA,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Developing,,Symphony,,high,Review
TT062,CLIP-E482BBB56EA4,Texture,TEX.TYPE,Texture type,,identify,Developing,,Suite,,high,Review
TT063,CLIP-DCE3BF2B6AEB,Texture,TEX.TYPE,Texture type,,identify,Developing,,Chamber music,,high,Review
TT064,CLIP-7F3C6260AFEF,Texture,TEX.TYPE,Texture type,,identify,Developing,,Fugue,,high,Review
TT065,CLIP-9D1468F68B61,Texture,TEX.TYPE,Texture type,,identify,Foundation,,Suite,,high,Review
TT066,CLIP-FB1469276CB0,Texture,TEX.TYPE,Texture type,,identify,Securing,,Chamber music,,high,Review
TT067,CLIP-66B806EB191F,Texture,TEX.TYPE,Texture type,,identify,Developing,,Chamber music,,high,Review
TT068,CLIP-385B207ACD7E,Texture,TEX.TYPE,Texture type,,identify,Foundation,,,,medium,Review
TT069,CLIP-BB32E94197A6,Texture,TEX.TYPE,Texture type,,identify,Securing,,Chamber music,,high,Review
TT070,CLIP-F9ED192075A4,Texture,TEX.TYPE,Texture type,,identify,Securing,,Chamber music,,high,Review
TT071,CLIP-87E481200A13,Texture,TEX.TYPE,Texture type,,identify,Securing,,Suite,,high,Review
TT072,CLIP-E1478694EC6B,Texture,TEX.TYPE,Texture type,,identify,Securing,,Symphony,,high,Review
TT073,CLIP-5FBFC520757E,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Developing,,Suite,,high,Review
TT075,CLIP-FE2C4EE35797,Texture,TEX.TYPE,Texture type,,identify,Foundation,,,,medium,Review
TT076,CLIP-6DC88C922F42,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Developing,,Suite,,high,Review
TT077,CLIP-A58DF4BDB836,Texture,TEX.TYPE,Texture type,,identify,Mastering,,Fugue,,high,Review
TT078,CLIP-3085A65022C0,Texture,TEX.TYPE,Texture type,,identify,Foundation,,,,medium,Review
TT079,CLIP-23DE5D1E8029,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Mastering,,Chamber music,,high,Review
TT080,CLIP-A0E13A5DCDD4,Texture,TEX.TYPE,Texture type,,identify,Developing,,Symphony,,high,Review
TT081,CLIP-B97F686F28C2,Texture,TEX.TYPE,Texture type,,identify,Foundation,,,,medium,Review
TT082,CLIP-23E2D8976E58,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Mastering,,Chamber music,,high,Review
TT083,CLIP-695F200AB400,Texture,TEX.TYPE,Texture type,,identify,Mastering,,Concerto,,high,Review
TT084,CLIP-1CFDF15A817F,Texture,TEX.TYPE,Texture type,,identify,Developing,,Chamber music,,high,Review
TT085,CLIP-5C8A87DCD272,Texture,TEX.TYPE,Texture type,,identify,Mastering,,Symphony,,high,Review
TT086,CLIP-0473915DD375,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Mastering,,Symphony,,high,Review
TT087,CLIP-95C9E9D5DB99,Texture,TEX.TYPE,Texture type,,identify,Foundation,,,,medium,Review
TT088,CLIP-0177F3A9F876,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Mastering,,Symphony,,high,Review
TT089,CLIP-88A76ADC73FC,Texture,TEX.TYPE,Texture type,,identify,Mastering,,Fugue,,high,Review
TT090,CLIP-8CB61A1C170B,Texture,TEX.TYPE,Texture type,,identify,Developing,,,,medium,Review
TT091,CLIP-54CA39D22D73,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Mastering,,Symphony,,high,Review
TT093,CLIP-2EB8FA03E4FF,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Securing,,Symphony,,high,Review
TT095,CLIP-25A70E919D4B,Texture,TEX.TYPE,Texture type,,identify,Mastering,,Symphony,,high,Review
TT097,CLIP-7AE36AB5A4E3,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Developing,,Symphony,,high,Review
TT098,CLIP-4D99BCB14373,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Mastering,,Symphony,,high,Review
TT099,CLIP-75ECED611AA3,Texture,TEX.TYPE,Texture type,,identify,Securing,,,,medium,Review
TT100,CLIP-7167B298FD6F,Texture,TEX.TYPE,Texture type,,identify,Mastering,,,,medium,Review
TT101,CLIP-D4BF07B62FE0,Texture,TEX.TYPE,Texture type,,identify,Developing,,,,medium,Review
TT105,CLIP-AA8C43306878,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Developing,,Character piece,,high,Review
TT108,CLIP-F499D6CB98C6,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Developing,,,,medium,Review
TT109,CLIP-E0C299D7304A,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Securing,,,,medium,Review
TT111,CLIP-313874FBC762,Texture,TEX.TYPE,Texture type,,identify,Foundation,,,,medium,Review
TT112,CLIP-0E46DFF9246C,Texture,TEX.TYPE,Texture type,,identify,Developing,,,,medium,Review
TT113,CLIP-E949F9538DDF,Texture,TEX.TYPE,Texture type,,identify,Developing,,,,medium,Review
TT114,CLIP-57DC7A06B8BF,Texture,TEX.TYPE,Texture type,,identify,Developing,,Song,,high,Review
TT115,CLIP-B7711479C1F3,Texture,TEX.TYPE,Texture type,,identify,Developing,,,,medium,Review
TT116,CLIP-2763CD0157D9,Texture,TEX.TYPE,Texture type,,identify,Developing,,,,medium,Review
TT117,CLIP-345313403B34,Texture,TEX.TYPE,Texture type,,identify,Developing,,,,medium,Review
TT118,CLIP-460D4D6F8C73,Texture,TEX.TYPE,Texture type,,identify,Developing,,Sonata,,high,Review
TT120,CLIP-CA59E7249F27,Texture,TEX.TYPE,Texture type,,identify,Securing,,Concerto,,high,Review
TT121,CLIP-F558E8B2949D,Texture,TEX.TYPE,Texture type,,identify,Securing,,,,medium,Review
TT122,CLIP-537A2D5CF5E5,Texture,TEX.TYPE,Texture type,,identify,Developing,,,,medium,Review
TT123,CLIP-1208B2F12CF9,Texture,TEX.TYPE,Texture type,,identify,Securing,,,,medium,Review
TT124,CLIP-8A9A68F102CF,Texture,TEX.TYPE,Texture type,,identify,Securing,,,,medium,Review
TT125,CLIP-1AA20868AD21,Texture,TEX.TYPE,Texture type,,identify,Securing,,,,medium,Review
TT127,CLIP-CA3E006D2492,Texture,TEX.TYPE,Texture type,,identify,Securing,,Fugue,,high,Review
TT128,CLIP-983F7369A058,Texture,TEX.TYPE,Texture type,,identify,Securing,,Fugue,,high,Review
TT130,CLIP-344A69365085,Texture,TEX.TYPE,Texture type,,identify,Mastering,,,,medium,Review
TT131,CLIP-D3937BA12DEA,Texture,TEX.TYPE,Texture type,,identify,Securing,,Sacred choral,,high,Review
TT132,CLIP-408AF91DE1FD,Texture,TEX.TYPE,Texture type,,identify,Securing,,Sacred choral,,high,Review
TT133,CLIP-67137DF9DBF8,Texture,TEX.TYPE,Texture type,,identify,Mastering,,,,medium,Review
TT134,CLIP-38BA71B3507B,Texture,TEX.TYPE,Texture type,,identify,Mastering,,Sacred choral,,high,Review
TT135,CLIP-BDA6789FF694,Texture,TEX.TYPE,Texture type,,identify,Securing,,,,medium,Review
TT136,CLIP-93D4FBD0B4EF,Texture,TEX.TYPE,Texture type,,identify,Securing,,,,medium,Review
TT139,CLIP-F8F00E9A4DCE,Texture,TEX.TYPE,Texture type,,identify,Foundation,,,,medium,Review
TT140,CLIP-3A5C04740CDB,Texture,TEX.TYPE,Texture type,,identify,Developing,,Song,,high,Review
EXL011-Q01,CLIP-EXL011,Instrumentation,INS.INDIVIDUAL,Individual instrument,MEL.DEVICE | CTX.GENRE,identify,Exam application,,,,high,Tagged
EXL011-Q02,CLIP-EXL011,Instrumentation,INS.INDIVIDUAL,Individual instrument,CTX.GENRE,identify,Exam application,,,,high,Tagged
EXL011-Q03,CLIP-EXL011,Instrumentation,INS.INDIVIDUAL,Individual instrument,,identify,Exam application,,,,high,Tagged
EXL011-Q04,CLIP-EXL011,Instrumentation,INS.INDIVIDUAL,Individual instrument,ART.TYPE | CTX.GENRE,identify,Exam application,,,,high,Tagged
EXL011-Q05,CLIP-EXL011,Meter and rhythm,RHY.DEVICE,Rhythmic device,RHY.METRE,identify,Exam application,,,,high,Tagged
EXL011-Q06,CLIP-EXL011,Melody,MEL.DEVICE,Melodic device,EXM.WRITTEN,identify,Exam application,,,,high,Tagged
EXL011-Q07,CLIP-EXL011,Texture,TEX.TYPE,Texture type,MEL.DEVICE | EXM.WRITTEN,apply,Exam application,,,,high,Tagged
EXL011-Q08,CLIP-EXL011,Meter and rhythm,RHY.DEVICE,Rhythmic device,,identify,Exam application,,,,high,Tagged
EXL011-Q09,CLIP-EXL011,Texture,TEX.TYPE,Texture type,EXM.WRITTEN,apply,Exam application,,,,high,Tagged
EXL011-Q10,CLIP-EXL011,Context and genre,CTX.GENRE,Genre and style,EXM.WRITTEN,apply,Exam application,,,,high,Tagged
EXL011-Q11,CLIP-EXL011,Context and genre,CTX.GENRE,Genre and style,,identify,Exam application,,,,high,Tagged
EXL012-Q01,CLIP-EXL012,Instrumentation,INS.INDIVIDUAL,Individual instrument,RHY.DEVICE,identify,Exam application,,,,high,Tagged
EXL012-Q02,CLIP-EXL012,Context and genre,CTX.TECHNOLOGY,Music technology,INS.INDIVIDUAL,identify,Exam application,,,,high,Tagged
EXL012-Q03,CLIP-EXL012,Dynamics and articulation,ART.TYPE,Articulation,,identify,Exam application,,,,high,Tagged
EXL012-Q04,CLIP-EXL012,Meter and rhythm,RHY.DEVICE,Rhythmic device,RHY.METRE,identify,Exam application,,,,high,Tagged
EXL012-Q05,CLIP-EXL012,Meter and rhythm,RHY.DEVICE,Rhythmic device,CTX.GENRE,identify,Exam application,,,,high,Tagged
EXL012-Q06,CLIP-EXL012,Melody,MEL.DEVICE,Melodic device,RHY.DEVICE | EXM.WRITTEN,apply,Exam application,,,,high,Tagged
EXL012-Q07,CLIP-EXL012,Texture,TEX.TYPE,Texture type,DYN.CHANGE | EXM.WRITTEN,apply,Exam application,,,,high,Tagged
EXL012-Q08,CLIP-EXL012,Texture,TEX.TYPE,Texture type,,identify,Exam application,,,,high,Tagged
EXL012-Q09,CLIP-EXL012,Texture,TEX.TYPE,Texture type,EXM.WRITTEN,apply,Exam application,,,,high,Tagged
EXL012-Q10,CLIP-EXL012,Context and genre,CTX.TECHNOLOGY,Music technology,EXM.WRITTEN,apply,Exam application,,,,high,Tagged
EXL012-Q11,CLIP-EXL012,Context and genre,CTX.GENRE,Genre and style,RHY.DEVICE | EXM.WRITTEN,apply,Exam application,,,,high,Tagged
EXL013-Q01,CLIP-EXL013,Context and genre,CTX.GENRE,Genre and style,CTX.PERIOD,identify,Exam application,,,,high,Tagged
EXL013-Q02,CLIP-EXL013,Instrumentation,INS.INDIVIDUAL,Individual instrument,CTX.GENRE,identify,Exam application,,,,high,Tagged
EXL013-Q03,CLIP-EXL013,Instrumentation,INS.FAMILY,Instrument family,,identify,Exam application,,,,high,Tagged
EXL013-Q04,CLIP-EXL013,Instrumentation,INS.INDIVIDUAL,Individual instrument,ART.TYPE,identify,Exam application,,,,high,Tagged
EXL013-Q05,CLIP-EXL013,Texture,TEX.TYPE,Texture type,EXM.WRITTEN,apply,Exam application,,,,high,Tagged
EXL013-Q06,CLIP-EXL013,Texture,TEX.TYPE,Texture type,,identify,Exam application,,,,high,Tagged
EXL013-Q07,CLIP-EXL013,Meter and rhythm,RHY.DEVICE,Rhythmic device,EXM.WRITTEN,apply,Exam application,,,,high,Tagged
EXL013-Q08,CLIP-EXL013,Instrumentation,INS.INDIVIDUAL,Individual instrument,,identify,Exam application,,,,high,Tagged
EXL013-Q09,CLIP-EXL013,Structure and form,STR.FORM,Form and structure,INS.INDIVIDUAL | EXM.WRITTEN,apply,Exam application,,,,high,Tagged
EXL013-Q10,CLIP-EXL013,Context and genre,CTX.GENRE,Genre and style,,identify,Exam application,,,,high,Tagged
EXL013-Q11,CLIP-EXL013,Context and genre,CTX.GENRE,Genre and style,CTX.PERIOD,identify,Exam application,,,,high,Tagged
EXL014-Q01,CLIP-EXL014,Context and genre,CTX.GENRE,Genre and style,INS.FAMILY,identify,Exam application,,,,high,Tagged
EXL014-Q02,CLIP-EXL014,Instrumentation,INS.FAMILY,Instrument family,CTX.GENRE,identify,Exam application,,,,high,Tagged
EXL014-Q03,CLIP-EXL014,Meter and rhythm,RHY.DEVICE,Rhythmic device,RHY.METRE,identify,Exam application,,,,high,Tagged
EXL014-Q04,CLIP-EXL014,Melody,MEL.DEVICE,Melodic device,RHY.DEVICE,identify,Exam application,,,,high,Tagged
EXL014-Q05,CLIP-EXL014,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Exam application,,,,high,Tagged
EXL014-Q06,CLIP-EXL014,Texture,TEX.TYPE,Texture type,,identify,Exam application,,,,high,Tagged
EXL014-Q07,CLIP-EXL014,Context and genre,CTX.TECHNOLOGY,Music technology,CTX.GENRE,identify,Exam application,,,,high,Tagged
EXL014-Q08,CLIP-EXL014,Texture,TEX.TYPE,Texture type,DYN.CHANGE,identify,Exam application,,,,high,Tagged
EXL014-Q09,CLIP-EXL014,Context and genre,CTX.GENRE,Genre and style,RHY.PULSE,identify,Exam application,,,,high,Tagged
EXL014-Q10,CLIP-EXL014,Context and genre,CTX.GENRE,Genre and style,RHY.DEVICE,identify,Exam application,,,,high,Tagged
EXL014-Q11,CLIP-EXL014,Context and genre,CTX.GENRE,Genre and style,,identify,Exam application,,,,high,Tagged
EXL015-Q01,CLIP-EXL015,Context and genre,CTX.GENRE,Genre and style,,identify,Exam application,,,,high,Tagged
EXL015-Q02,CLIP-EXL015,Instrumentation,INS.INDIVIDUAL,Individual instrument,ART.TYPE,identify,Exam application,,,,high,Tagged
EXL015-Q03,CLIP-EXL015,Meter and rhythm,RHY.DEVICE,Rhythmic device,RHY.PULSE,identify,Exam application,,,,high,Tagged
EXL015-Q04,CLIP-EXL015,Context and genre,CTX.GENRE,Genre and style,HAR.TONALITY,identify,Exam application,,,,high,Tagged
EXL015-Q05,CLIP-EXL015,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Exam application,,,,high,Tagged
EXL015-Q06,CLIP-EXL015,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Exam application,,,,high,Tagged
EXL015-Q07,CLIP-EXL015,Harmony and tonality,HAR.TONALITY,Tonality and key,TEX.ROLE,identify,Exam application,,,,high,Tagged
EXL015-Q08,CLIP-EXL015,Meter and rhythm,RHY.METRE,Metre classification,RHY.TIME_SIGNATURE,identify,Exam application,,,,high,Tagged
EXL015-Q09,CLIP-EXL015,Context and genre,CTX.GENRE,Genre and style,MEL.ORNAMENT,identify,Exam application,,,,high,Tagged
EXL015-Q10,CLIP-EXL015,Melody,MEL.ORNAMENT,Ornamentation,,identify,Exam application,,,,high,Tagged
EXL015-Q11,CLIP-EXL015,Context and genre,CTX.GENRE,Genre and style,,identify,Exam application,,,,high,Tagged
EXL016-Q01,CLIP-EXL016,Context and genre,CTX.GENRE,Genre and style,,identify,Exam application,,,,high,Tagged
EXL016-Q02,CLIP-EXL016,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Exam application,,,,high,Tagged
EXL016-Q03,CLIP-EXL016,Instrumentation,INS.INDIVIDUAL,Individual instrument,ART.TYPE,identify,Exam application,,,,high,Tagged
EXL016-Q04,CLIP-EXL016,Meter and rhythm,RHY.DEVICE,Rhythmic device,RHY.METRE,identify,Exam application,,,,high,Tagged
EXL016-Q05,CLIP-EXL016,Harmony and tonality,HAR.TONALITY,Tonality and key,TEX.ROLE,identify,Exam application,,,,high,Tagged
EXL016-Q06,CLIP-EXL016,Melody,MEL.ORNAMENT,Ornamentation,,identify,Exam application,,,,high,Tagged
EXL016-Q07,CLIP-EXL016,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Exam application,,,,high,Tagged
EXL016-Q08,CLIP-EXL016,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Exam application,,,,high,Tagged
EXL016-Q09,CLIP-EXL016,Context and genre,CTX.GENRE,Genre and style,HAR.TONALITY,identify,Exam application,,,,high,Tagged
EXL016-Q10,CLIP-EXL016,Context and genre,CTX.GENRE,Genre and style,MEL.ORNAMENT,identify,Exam application,,,,high,Tagged
EXL016-Q11,CLIP-EXL016,Context and genre,CTX.GENRE,Genre and style,,identify,Exam application,,,,high,Tagged
EXL017-Q01,CLIP-EXL017,Context and genre,CTX.GENRE,Genre and style,,identify,Exam application,,,,high,Tagged
EXL017-Q02,CLIP-EXL017,Instrumentation,INS.FAMILY,Instrument family,CTX.GENRE,identify,Exam application,,,,high,Tagged
EXL017-Q03,CLIP-EXL017,Meter and rhythm,RHY.DEVICE,Rhythmic device,RHY.METRE,identify,Exam application,,,,high,Tagged
EXL017-Q04,CLIP-EXL017,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Exam application,,,,high,Tagged
EXL017-Q05,CLIP-EXL017,Texture,TEX.TYPE,Texture type,RHY.DEVICE,identify,Exam application,,,,high,Tagged
EXL017-Q06,CLIP-EXL017,Instrumentation,INS.INDIVIDUAL,Individual instrument,ART.TYPE,identify,Exam application,,,,high,Tagged
EXL017-Q07,CLIP-EXL017,Instrumentation,INS.INDIVIDUAL,Individual instrument,INS.FAMILY,identify,Exam application,,,,high,Tagged
EXL017-Q08,CLIP-EXL017,Texture,TEX.TYPE,Texture type,DYN.CHANGE,identify,Exam application,,,,high,Tagged
EXL017-Q09,CLIP-EXL017,Meter and rhythm,RHY.METRE,Metre classification,RHY.TIME_SIGNATURE,identify,Exam application,,,,high,Tagged
EXL017-Q10,CLIP-EXL017,Context and genre,CTX.GENRE,Genre and style,RHY.DEVICE,identify,Exam application,,,,high,Tagged
EXL017-Q11,CLIP-EXL017,Context and genre,CTX.GENRE,Genre and style,,identify,Exam application,,,,high,Tagged
EXL018-Q01,CLIP-EXL018,Instrumentation,INS.INDIVIDUAL,Individual instrument,CTX.GENRE,identify,Exam application,,,,high,Tagged
EXL018-Q02,CLIP-EXL018,Meter and rhythm,RHY.DEVICE,Rhythmic device,CTX.GENRE,identify,Exam application,,,,high,Tagged
EXL018-Q03,CLIP-EXL018,Melody,MEL.DEVICE,Melodic device,RHY.DEVICE,identify,Exam application,,,,high,Tagged
EXL018-Q04,CLIP-EXL018,Meter and rhythm,RHY.METRE,Metre classification,RHY.DEVICE,identify,Exam application,,,,high,Tagged
EXL018-Q05,CLIP-EXL018,Meter and rhythm,RHY.PULSE,Pulse,INS.ROLE,identify,Exam application,,,,high,Tagged
EXL018-Q06,CLIP-EXL018,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Exam application,,,,high,Tagged
EXL018-Q07,CLIP-EXL018,Texture,TEX.TYPE,Texture type,DYN.CHANGE,identify,Exam application,,,,high,Tagged
EXL018-Q08,CLIP-EXL018,Context and genre,CTX.GENRE,Genre and style,RHY.DEVICE,identify,Exam application,,,,high,Tagged
EXL018-Q09,CLIP-EXL018,Context and genre,CTX.GENRE,Genre and style,,identify,Exam application,,,,high,Tagged
EXL018-Q10,CLIP-EXL018,Context and genre,CTX.TECHNOLOGY,Music technology,CTX.GENRE,identify,Exam application,,,,high,Tagged
EXL018-Q11,CLIP-EXL018,Context and genre,CTX.GENRE,Genre and style,,identify,Exam application,,,,high,Tagged
EXL019-Q01,CLIP-EXL019,Context and genre,CTX.GENRE,Genre and style,,identify,Exam application,,,,high,Tagged
EXL019-Q02,CLIP-EXL019,Instrumentation,INS.INDIVIDUAL,Individual instrument,CTX.GENRE,identify,Exam application,,,,high,Tagged
EXL019-Q03,CLIP-EXL019,Instrumentation,INS.FAMILY,Instrument family,CTX.GENRE,identify,Exam application,,,,high,Tagged
EXL019-Q04,CLIP-EXL019,Instrumentation,INS.INDIVIDUAL,Individual instrument,ART.TYPE,identify,Exam application,,,,high,Tagged
EXL019-Q05,CLIP-EXL019,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Exam application,,,,high,Tagged
EXL019-Q06,CLIP-EXL019,Context and genre,CTX.GENRE,Genre and style,HAR.TONALITY,identify,Exam application,,,,high,Tagged
EXL019-Q07,CLIP-EXL019,Melody,MEL.ORNAMENT,Ornamentation,MEL.DEVICE,identify,Exam application,,,,high,Tagged
EXL019-Q08,CLIP-EXL019,Meter and rhythm,RHY.TEMPO,Tempo,RHY.DEVICE,identify,Exam application,,,,high,Tagged
EXL019-Q09,CLIP-EXL019,Context and genre,CTX.GENRE,Genre and style,,identify,Exam application,,,,high,Tagged
EXL019-Q10,CLIP-EXL019,Context and genre,CTX.GENRE,Genre and style,MEL.ORNAMENT,identify,Exam application,,,,high,Tagged
EXL019-Q11,CLIP-EXL019,Context and genre,CTX.GENRE,Genre and style,,identify,Exam application,,,,high,Tagged
EXL020-Q01,CLIP-EXL020,Instrumentation,INS.INDIVIDUAL,Individual instrument,CTX.TECHNOLOGY,identify,Exam application,,,,high,Tagged
EXL020-Q02,CLIP-EXL020,Context and genre,CTX.TECHNOLOGY,Music technology,CTX.GENRE,identify,Exam application,,,,high,Tagged
EXL020-Q03,CLIP-EXL020,Melody,MEL.DEVICE,Melodic device,RHY.DEVICE,identify,Exam application,,,,high,Tagged
EXL020-Q04,CLIP-EXL020,Meter and rhythm,RHY.DEVICE,Rhythmic device,RHY.PULSE,identify,Exam application,,,,high,Tagged
EXL020-Q05,CLIP-EXL020,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Exam application,,,,high,Tagged
EXL020-Q06,CLIP-EXL020,Texture,TEX.TYPE,Texture type,DYN.CHANGE,identify,Exam application,,,,high,Tagged
EXL020-Q07,CLIP-EXL020,Meter and rhythm,RHY.DEVICE,Rhythmic device,RHY.METRE,identify,Exam application,,,,high,Tagged
EXL020-Q08,CLIP-EXL020,Meter and rhythm,RHY.DEVICE,Rhythmic device,MEL.DEVICE,identify,Exam application,,,,high,Tagged
EXL020-Q09,CLIP-EXL020,Context and genre,CTX.GENRE,Genre and style,CTX.TECHNOLOGY,identify,Exam application,,,,high,Tagged
EXL020-Q10,CLIP-EXL020,Meter and rhythm,RHY.PULSE,Pulse,INS.ROLE,identify,Exam application,,,,high,Tagged
EXL020-Q11,CLIP-EXL020,Context and genre,CTX.GENRE,Genre and style,,identify,Exam application,,,,high,Tagged
EXL021-Q01,CLIP-EXL021,Instrumentation,INS.INDIVIDUAL,Individual instrument,CTX.GENRE,identify,Exam application,,,,high,Tagged
EXL021-Q02,CLIP-EXL021,Texture,TEX.TYPE,Texture type,TEX.ROLE,identify,Exam application,,,,high,Tagged
