ID,Family,Instrument,TYPE,DIFFICULTY,COMPOSER,Genre,Year,Key,WORK,Remarks,II Question,II Answer,MM Question,MM Answer,Articulation,Cadence,AUDIO,Sourcse,Rights
II486,,,,,,,,,,,,,,,,,,,
II487,,,,,,,,,,,,,,,,,,,
II488,,,,,,,,,,,,,,,,,,,
II489,,,,,,,,,,,,,,,,,,,
II490,,,,,,,,,,,,,,,,,,,
II491,,,,,,,,,,,,,,,,,,,
II492,,,,,,,,,,,,,,,,,,,
II493,,,,,,,,,,,,,,,,,,,
II494,,,,,,,,,,,,,,,,,,,
II495,,,,,,,,,,,,,,,,,,,
II496,,,,,,,,,,,,,,,,,,,
II497,,,,,,,,,,,,,,,,,,,
II498,,,,,,,,,,,,,,,,,,,
II499,,,,,,,,,,,,,,,,,,,
II500,,,,,,,,,,,,,,,,,,,
II501,,,,,,,,,,,,,,,,,,,
II502,,,,,,,,,,,,,,,,,,,
II503,,,,,,,,,,,,,,,,,,,
II504,,,,,,,,,,,,,,,,,,,
II505,,,,,,,,,,,,,,,,,,,
II506,,,,,,,,,,,,,,,,,,,
II507,,,,,,,,,,,,,,,,,,,
II508,,,,,,,,,,,,,,,,,,,
II509,,,,,,,,,,,,,,,,,,,
II510,,,,,,,,,,,,,,,,,,,
II511,,,,,,,,,,,,,,,,,,,
II512,,,,,,,,,,,,,,,,,,,
II513,,,,,,,,,,,,,,,,,,,
II514,,,,,,,,,,,,,,,,,,,
II515,,,,,,,,,,,,,,,,,,,
II516,,,,,,,,,,,,,,,,,,,
II517,,,,,,,,,,,,,,,,,,,
II518,,,,,,,,,,,,,,,,,,,
II519,,,,,,,,,,,,,,,,,,,
II520,,,,,,,,,,,,,,,,,,,
II521,,,,,,,,,,,,,,,,,,,
II522,,,,,,,,,,,,,,,,,,,
II523,,,,,,,,,,,,,,,,,,,
II524,,,,,,,,,,,,,,,,,,,
II525,,,,,,,,,,,,,,,,,,,
II526,,,,,,,,,,,,,,,,,,,
II527,,,,,,,,,,,,,,,,,,,
II528,,,,,,,,,,,,,,,,,,,
II529,,,,,,,,,,,,,,,,,,,
II530,,,,,,,,,,,,,,,,,,,
II531,,,,,,,,,,,,,,,,,,,
II532,,,,,,,,,,,,,,,,,,,
II533,,,,,,,,,,,,,,,,,,,
II534,,,,,,,,,,,,,,,,,,,
II535,,,,,,,,,,,,,,,,,,,
II536,,,,,,,,,,,,,,,,,,,
II537,,,,,,,,,,,,,,,,,,,
II538,,,,,,,,,,,,,,,,,,,
II539,,,,,,,,,,,,,,,,,,,
II540,,,,,,,,,,,,,,,,,,,
II541,,,,,,,,,,,,,,,,,,,
II542,,,,,,,,,,,,,,,,,,,
II543,,,,,,,,,,,,,,,,,,,
II544,,,,,,,,,,,,,,,,,,,
II545,,,,,,,,,,,,,,,,,,,
II546,,,,,,,,,,,,,,,,,,,
II547,,,,,,,,,,,,,,,,,,,
II548,,,,,,,,,,,,,,,,,,,
II549,,,,,,,,,,,,,,,,,,,
II550,,,,,,,,,,,,,,,,,,,
II551,,,,,,,,,,,,,,,,,,,
II552,,,,,,,,,,,,,,,,,,,
II553,,,,,,,,,,,,,,,,,,,
II554,,,,,,,,,,,,,,,,,,,
II555,,,,,,,,,,,,,,,,,,,
II556,,,,,,,,,,,,,,,,,,,
II557,,,,,,,,,,,,,,,,,,,
II558,,,,,,,,,,,,,,,,,,,
II559,,,,,,,,,,,,,,,,,,,
II560,,,,,,,,,,,,,,,,,,,
II561,,,,,,,,,,,,,,,,,,,
II562,,,,,,,,,,,,,,,,,,,
II563,,,,,,,,,,,,,,,,,,,
II564,,,,,,,,,,,,,,,,,,,
II565,,,,,,,,,,,,,,,,,,,
II566,,,,,,,,,,,,,,,,,,,
II567,,,,,,,,,,,,,,,,,,,
II568,,,,,,,,,,,,,,,,,,,
II569,,,,,,,,,,,,,,,,,,,
II570,,,,,,,,,,,,,,,,,,,
II571,,,,,,,,,,,,,,,,,,,
II572,,,,,,,,,,,,,,,,,,,
II573,,,,,,,,,,,,,,,,,,,
II574,,,,,,,,,,,,,,,,,,,
II575,,,,,,,,,,,,,,,,,,,
II576,,,,,,,,,,,,,,,,,,,
II577,,,,,,,,,,,,,,,,,,,
II578,,,,,,,,,,,,,,,,,,,
II579,,,,,,,,,,,,,,,,,,,
II580,,,,,,,,,,,,,,,,,,,
II581,,,,,,,,,,,,,,,,,,,
II582,,,,,,,,,,,,,,,,,,,
II583,,,,,,,,,,,,,,,,,,,
II584,,,,,,,,,,,,,,,,,,,
II585,,,,,,,,,,,,,,,,,,,
II586,,,,,,,,,,,,,,,,,,,
II587,,,,,,,,,,,,,,,,,,,
II588,,,,,,,,,,,,,,,,,,,
II589,,,,,,,,,,,,,,,,,,,
II590,,,,,,,,,,,,,,,,,,,
II591,,,,,,,,,,,,,,,,,,,
II592,,,,,,,,,,,,,,,,,,,
II593,,,,,,,,,,,,,,,,,,,
II594,,,,,,,,,,,,,,,,,,,
II595,,,,,,,,,,,,,,,,,,,
II596,,,,,,,,,,,,,,,,,,,
II597,,,,,,,,,,,,,,,,,,,
II598,,,,,,,,,,,,,,,,,,,
II599,,,,,,,,,,,,,,,,,,,
II600,,,,,,,,,,,,,,,,,,,
II601,,,,,,,,,,,,,,,,,,,
II602,,,,,,,,,,,,,,,,,,,
II603,,,,,,,,,,,,,,,,,,,
II604,,,,,,,,,,,,,,,,,,,
II605,,,,,,,,,,,,,,,,,,,
II606,,,,,,,,,,,,,,,,,,,
II607,,,,,,,,,,,,,,,,,,,
II608,,,,,,,,,,,,,,,,,,,
II609,,,,,,,,,,,,,,,,,,,
II610,,,,,,,,,,,,,,,,,,,
II611,,,,,,,,,,,,,,,,,,,
II612,,,,,,,,,,,,,,,,,,,
II613,,,,,,,,,,,,,,,,,,,
II614,,,,,,,,,,,,,,,,,,,
II615,,,,,,,,,,,,,,,,,,,
II616,,,,,,,,,,,,,,,,,,,
II617,,,,,,,,,,,,,,,,,,,
II618,,,,,,,,,,,,,,,,,,,
II619,,,,,,,,,,,,,,,,,,,
II620,,,,,,,,,,,,,,,,,,,
II621,,,,,,,,,,,,,,,,,,,
II622,,,,,,,,,,,,,,,,,,,
II623,,,,,,,,,,,,,,,,,,,
II624,,,,,,,,,,,,,,,,,,,
II625,,,,,,,,,,,,,,,,,,,
II626,,,,,,,,,,,,,,,,,,,
II627,,,,,,,,,,,,,,,,,,,
II628,,,,,,,,,,,,,,,,,,,
II629,,,,,,,,,,,,,,,,,,,
II630,,,,,,,,,,,,,,,,,,,
II631,,,,,,,,,,,,,,,,,,,
II632,,,,,,,,,,,,,,,,,,,
II633,,,,,,,,,,,,,,,,,,,
II634,,,,,,,,,,,,,,,,,,,
II635,,,,,,,,,,,,,,,,,,,
II636,,,,,,,,,,,,,,,,,,,
II637,,,,,,,,,,,,,,,,,,,
II638,,,,,,,,,,,,,,,,,,,
II639,,,,,,,,,,,,,,,,,,,
II640,,,,,,,,,,,,,,,,,,,
II641,,,,,,,,,,,,,,,,,,,
II642,,,,,,,,,,,,,,,,,,,
II643,,,,,,,,,,,,,,,,,,,
II644,,,,,,,,,,,,,,,,,,,
II645,,,,,,,,,,,,,,,,,,,
II646,,,,,,,,,,,,,,,,,,,
II647,,,,,,,,,,,,,,,,,,,
II648,,,,,,,,,,,,,,,,,,,
II649,,,,,,,,,,,,,,,,,,,
II650,,,,,,,,,,,,,,,,,,,
II651,,,,,,,,,,,,,,,,,,,
II652,,,,,,,,,,,,,,,,,,,
II653,,,,,,,,,,,,,,,,,,,
II654,,,,,,,,,,,,,,,,,,,
II655,,,,,,,,,,,,,,,,,,,
II656,,,,,,,,,,,,,,,,,,,
II657,,,,,,,,,,,,,,,,,,,
II658,,,,,,,,,,,,,,,,,,,
II659,,,,,,,,,,,,,,,,,,,
II660,,,,,,,,,,,,,,,,,,,
II661,,,,,,,,,,,,,,,,,,,
II662,,,,,,,,,,,,,,,,,,,
II663,,,,,,,,,,,,,,,,,,,
II664,,,,,,,,,,,,,,,,,,,
II665,,,,,,,,,,,,,,,,,,,
II666,,,,,,,,,,,,,,,,,,,
II667,,,,,,,,,,,,,,,,,,,
II668,,,,,,,,,,,,,,,,,,,
II669,,,,,,,,,,,,,,,,,,,
II670,,,,,,,,,,,,,,,,,,,
II671,,,,,,,,,,,,,,,,,,,
II672,,,,,,,,,,,,,,,,,,,
II673,,,,,,,,,,,,,,,,,,,
II674,,,,,,,,,,,,,,,,,,,
II675,,,,,,,,,,,,,,,,,,,
II676,,,,,,,,,,,,,,,,,,,
II677,,,,,,,,,,,,,,,,,,,
II678,,,,,,,,,,,,,,,,,,,
II679,,,,,,,,,,,,,,,,,,,
II680,,,,,,,,,,,,,,,,,,,
II681,,,,,,,,,,,,,,,,,,,
II682,,,,,,,,,,,,,,,,,,,
II683,,,,,,,,,,,,,,,,,,,
II684,,,,,,,,,,,,,,,,,,,
II685,,,,,,,,,,,,,,,,,,,
II686,,,,,,,,,,,,,,,,,,,
II687,,,,,,,,,,,,,,,,,,,
II688,,,,,,,,,,,,,,,,,,,
II689,,,,,,,,,,,,,,,,,,,
II690,,,,,,,,,,,,,,,,,,,
II691,,,,,,,,,,,,,,,,,,,
II692,,,,,,,,,,,,,,,,,,,
II693,,,,,,,,,,,,,,,,,,,
II694,,,,,,,,,,,,,,,,,,,
II695,,,,,,,,,,,,,,,,,,,
II696,,,,,,,,,,,,,,,,,,,
II697,,,,,,,,,,,,,,,,,,,
II698,,,,,,,,,,,,,,,,,,,
II699,,,,,,,,,,,,,,,,,,,
II700,,,,,,,,,,,,,,,,,,,
II701,,,,,,,,,,,,,,,,,,,
II702,,,,,,,,,,,,,,,,,,,
II703,,,,,,,,,,,,,,,,,,,
II704,,,,,,,,,,,,,,,,,,,
II705,,,,,,,,,,,,,,,,,,,
II706,,,,,,,,,,,,,,,,,,,
II707,,,,,,,,,,,,,,,,,,,
II708,,,,,,,,,,,,,,,,,,,
II709,,,,,,,,,,,,,,,,,,,
II710,,,,,,,,,,,,,,,,,,,
II711,,,,,,,,,,,,,,,,,,,
II712,,,,,,,,,,,,,,,,,,,
II713,,,,,,,,,,,,,,,,,,,
II714,,,,,,,,,,,,,,,,,,,
II715,,,,,,,,,,,,,,,,,,,
II716,,,,,,,,,,,,,,,,,,,
II717,,,,,,,,,,,,,,,,,,,
II718,,,,,,,,,,,,,,,,,,,
II719,,,,,,,,,,,,,,,,,,,
II720,,,,,,,,,,,,,,,,,,,
II721,,,,,,,,,,,,,,,,,,,
II722,,,,,,,,,,,,,,,,,,,
II723,,,,,,,,,,,,,,,,,,,
II724,,,,,,,,,,,,,,,,,,,
II725,,,,,,,,,,,,,,,,,,,
II726,,,,,,,,,,,,,,,,,,,
II727,,,,,,,,,,,,,,,,,,,
II728,,,,,,,,,,,,,,,,,,,
II729,,,,,,,,,,,,,,,,,,,
II730,,,,,,,,,,,,,,,,,,,
II731,,,,,,,,,,,,,,,,,,,
II732,,,,,,,,,,,,,,,,,,,
II733,,,,,,,,,,,,,,,,,,,
II734,,,,,,,,,,,,,,,,,,,
II735,,,,,,,,,,,,,,,,,,,
II736,,,,,,,,,,,,,,,,,,,
II737,,,,,,,,,,,,,,,,,,,
II738,,,,,,,,,,,,,,,,,,,
II739,,,,,,,,,,,,,,,,,,,
II740,,,,,,,,,,,,,,,,,,,
II741,,,,,,,,,,,,,,,,,,,
II742,,,,,,,,,,,,,,,,,,,
II743,,,,,,,,,,,,,,,,,,,
II744,,,,,,,,,,,,,,,,,,,
II745,,,,,,,,,,,,,,,,,,,
II746,,,,,,,,,,,,,,,,,,,
II747,,,,,,,,,,,,,,,,,,,
II748,,,,,,,,,,,,,,,,,,,
II749,,,,,,,,,,,,,,,,,,,
II750,,,,,,,,,,,,,,,,,,,
II751,,,,,,,,,,,,,,,,,,,
II752,,,,,,,,,,,,,,,,,,,
II753,,,,,,,,,,,,,,,,,,,
II754,,,,,,,,,,,,,,,,,,,
II755,,,,,,,,,,,,,,,,,,,
II756,,,,,,,,,,,,,,,,,,,
II757,,,,,,,,,,,,,,,,,,,
II758,,,,,,,,,,,,,,,,,,,
II759,,,,,,,,,,,,,,,,,,,
II760,,,,,,,,,,,,,,,,,,,
II761,,,,,,,,,,,,,,,,,,,
II762,,,,,,,,,,,,,,,,,,,
II763,,,,,,,,,,,,,,,,,,,
II764,,,,,,,,,,,,,,,,,,,
II765,,,,,,,,,,,,,,,,,,,
II766,,,,,,,,,,,,,,,,,,,
II767,,,,,,,,,,,,,,,,,,,
II768,,,,,,,,,,,,,,,,,,,
II769,,,,,,,,,,,,,,,,,,,
II770,,,,,,,,,,,,,,,,,,,
II771,,,,,,,,,,,,,,,,,,,
II772,,,,,,,,,,,,,,,,,,,
II773,,,,,,,,,,,,,,,,,,,
II774,,,,,,,,,,,,,,,,,,,
II775,,,,,,,,,,,,,,,,,,,
II776,,,,,,,,,,,,,,,,,,,
II777,,,,,,,,,,,,,,,,,,,
II778,,,,,,,,,,,,,,,,,,,
II779,,,,,,,,,,,,,,,,,,,
II780,,,,,,,,,,,,,,,,,,,
II781,,,,,,,,,,,,,,,,,,,
II782,,,,,,,,,,,,,,,,,,,
II783,,,,,,,,,,,,,,,,,,,
II784,,,,,,,,,,,,,,,,,,,
II785,,,,,,,,,,,,,,,,,,,
II786,,,,,,,,,,,,,,,,,,,
II787,,,,,,,,,,,,,,,,,,,
II788,,,,,,,,,,,,,,,,,,,
II789,,,,,,,,,,,,,,,,,,,
II790,,,,,,,,,,,,,,,,,,,
II791,,,,,,,,,,,,,,,,,,,
II792,,,,,,,,,,,,,,,,,,,
II793,,,,,,,,,,,,,,,,,,,
II794,,,,,,,,,,,,,,,,,,,
II795,,,,,,,,,,,,,,,,,,,
II796,,,,,,,,,,,,,,,,,,,
II797,,,,,,,,,,,,,,,,,,,
II798,,,,,,,,,,,,,,,,,,,
II799,,,,,,,,,,,,,,,,,,,
II800,,,,,,,,,,,,,,,,,,,
II801,,,,,,,,,,,,,,,,,,,
II802,,,,,,,,,,,,,,,,,,,
II803,,,,,,,,,,,,,,,,,,,
II804,,,,,,,,,,,,,,,,,,,
II805,,,,,,,,,,,,,,,,,,,
II806,,,,,,,,,,,,,,,,,,,
II807,,,,,,,,,,,,,,,,,,,
II808,,,,,,,,,,,,,,,,,,,
II809,,,,,,,,,,,,,,,,,,,
II810,,,,,,,,,,,,,,,,,,,
II811,,,,,,,,,,,,,,,,,,,
II812,,,,,,,,,,,,,,,,,,,
II813,,,,,,,,,,,,,,,,,,,
II814,,,,,,,,,,,,,,,,,,,
II815,,,,,,,,,,,,,,,,,,,
II816,,,,,,,,,,,,,,,,,,,
II817,,,,,,,,,,,,,,,,,,,
II818,,,,,,,,,,,,,,,,,,,
II819,,,,,,,,,,,,,,,,,,,
II820,,,,,,,,,,,,,,,,,,,
II821,,,,,,,,,,,,,,,,,,,
II822,,,,,,,,,,,,,,,,,,,
II823,,,,,,,,,,,,,,,,,,,
II824,,,,,,,,,,,,,,,,,,,
II825,,,,,,,,,,,,,,,,,,,
II826,,,,,,,,,,,,,,,,,,,
II827,,,,,,,,,,,,,,,,,,,
II828,,,,,,,,,,,,,,,,,,,
II829,,,,,,,,,,,,,,,,,,,
II830,,,,,,,,,,,,,,,,,,,
II831,,,,,,,,,,,,,,,,,,,
II832,,,,,,,,,,,,,,,,,,,
II833,,,,,,,,,,,,,,,,,,,
II834,,,,,,,,,,,,,,,,,,,
II835,,,,,,,,,,,,,,,,,,,
II836,,,,,,,,,,,,,,,,,,,
II837,,,,,,,,,,,,,,,,,,,
II838,,,,,,,,,,,,,,,,,,,
II839,,,,,,,,,,,,,,,,,,,
II840,,,,,,,,,,,,,,,,,,,
II841,,,,,,,,,,,,,,,,,,,
II842,,,,,,,,,,,,,,,,,,,
II843,,,,,,,,,,,,,,,,,,,
II844,,,,,,,,,,,,,,,,,,,
II845,,,,,,,,,,,,,,,,,,,
II846,,,,,,,,,,,,,,,,,,,
II847,,,,,,,,,,,,,,,,,,,
II848,,,,,,,,,,,,,,,,,,,
II849,,,,,,,,,,,,,,,,,,,
II850,,,,,,,,,,,,,,,,,,,
II851,,,,,,,,,,,,,,,,,,,
II852,,,,,,,,,,,,,,,,,,,
II853,,,,,,,,,,,,,,,,,,,
II854,,,,,,,,,,,,,,,,,,,
II855,,,,,,,,,,,,,,,,,,,
II856,,,,,,,,,,,,,,,,,,,
II857,,,,,,,,,,,,,,,,,,,
II858,,,,,,,,,,,,,,,,,,,
II859,,,,,,,,,,,,,,,,,,,
II860,,,,,,,,,,,,,,,,,,,
II861,,,,,,,,,,,,,,,,,,,
II862,,,,,,,,,,,,,,,,,,,
II863,,,,,,,,,,,,,,,,,,,
II864,,,,,,,,,,,,,,,,,,,
II865,,,,,,,,,,,,,,,,,,,
II866,,,,,,,,,,,,,,,,,,,
II867,,,,,,,,,,,,,,,,,,,
II868,,,,,,,,,,,,,,,,,,,
II869,,,,,,,,,,,,,,,,,,,
II870,,,,,,,,,,,,,,,,,,,
II871,,,,,,,,,,,,,,,,,,,
II872,,,,,,,,,,,,,,,,,,,
II873,,,,,,,,,,,,,,,,,,,
II874,,,,,,,,,,,,,,,,,,,
II875,,,,,,,,,,,,,,,,,,,
II876,,,,,,,,,,,,,,,,,,,
II877,,,,,,,,,,,,,,,,,,,
II878,,,,,,,,,,,,,,,,,,,
II879,,,,,,,,,,,,,,,,,,,
II880,,,,,,,,,,,,,,,,,,,
II881,,,,,,,,,,,,,,,,,,,
II882,,,,,,,,,,,,,,,,,,,
II883,,,,,,,,,,,,,,,,,,,
II884,,,,,,,,,,,,,,,,,,,
II885,,,,,,,,,,,,,,,,,,,
II886,,,,,,,,,,,,,,,,,,,
II887,,,,,,,,,,,,,,,,,,,
II888,,,,,,,,,,,,,,,,,,,
II889,,,,,,,,,,,,,,,,,,,
II890,,,,,,,,,,,,,,,,,,,
II891,,,,,,,,,,,,,,,,,,,
II892,,,,,,,,,,,,,,,,,,,
II893,,,,,,,,,,,,,,,,,,,
II894,,,,,,,,,,,,,,,,,,,
II895,,,,,,,,,,,,,,,,,,,
II896,,,,,,,,,,,,,,,,,,,
II897,,,,,,,,,,,,,,,,,,,
II898,,,,,,,,,,,,,,,,,,,
II899,,,,,,,,,,,,,,,,,,,
II900,,,,,,,,,,,,,,,,,,,
II901,,,,,,,,,,,,,,,,,,,
II902,,,,,,,,,,,,,,,,,,,
II903,,,,,,,,,,,,,,,,,,,
II904,,,,,,,,,,,,,,,,,,,
II905,,,,,,,,,,,,,,,,,,,
II906,,,,,,,,,,,,,,,,,,,
II907,,,,,,,,,,,,,,,,,,,
II908,,,,,,,,,,,,,,,,,,,
II909,,,,,,,,,,,,,,,,,,,
II910,,,,,,,,,,,,,,,,,,,
II911,,,,,,,,,,,,,,,,,,,
II912,,,,,,,,,,,,,,,,,,,
II913,,,,,,,,,,,,,,,,,,,
II914,,,,,,,,,,,,,,,,,,,
II915,,,,,,,,,,,,,,,,,,,
II916,,,,,,,,,,,,,,,,,,,
II917,,,,,,,,,,,,,,,,,,,
II918,,,,,,,,,,,,,,,,,,,
II919,,,,,,,,,,,,,,,,,,,
II920,,,,,,,,,,,,,,,,,,,
II921,,,,,,,,,,,,,,,,,,,
II922,,,,,,,,,,,,,,,,,,,
II923,,,,,,,,,,,,,,,,,,,
II924,,,,,,,,,,,,,,,,,,,
II925,,,,,,,,,,,,,,,,,,,
II926,,,,,,,,,,,,,,,,,,,
II927,,,,,,,,,,,,,,,,,,,
II928,,,,,,,,,,,,,,,,,,,
II929,,,,,,,,,,,,,,,,,,,
II930,,,,,,,,,,,,,,,,,,,
II931,,,,,,,,,,,,,,,,,,,
II932,,,,,,,,,,,,,,,,,,,
II933,,,,,,,,,,,,,,,,,,,
II934,,,,,,,,,,,,,,,,,,,
II935,,,,,,,,,,,,,,,,,,,
II936,,,,,,,,,,,,,,,,,,,
II937,,,,,,,,,,,,,,,,,,,
II938,,,,,,,,,,,,,,,,,,,
II939,,,,,,,,,,,,,,,,,,,
II940,,,,,,,,,,,,,,,,,,,
II941,,,,,,,,,,,,,,,,,,,
II942,,,,,,,,,,,,,,,,,,,
II943,,,,,,,,,,,,,,,,,,,
II944,,,,,,,,,,,,,,,,,,,
II945,,,,,,,,,,,,,,,,,,,
II946,,,,,,,,,,,,,,,,,,,
II947,,,,,,,,,,,,,,,,,,,
II948,,,,,,,,,,,,,,,,,,,
II949,,,,,,,,,,,,,,,,,,,
II950,,,,,,,,,,,,,,,,,,,
II951,,,,,,,,,,,,,,,,,,,
II952,,,,,,,,,,,,,,,,,,,
II953,,,,,,,,,,,,,,,,,,,
II954,,,,,,,,,,,,,,,,,,,
II955,,,,,,,,,,,,,,,,,,,
II956,,,,,,,,,,,,,,,,,,,
II957,,,,,,,,,,,,,,,,,,,
II958,,,,,,,,,,,,,,,,,,,
II959,,,,,,,,,,,,,,,,,,,
II960,,,,,,,,,,,,,,,,,,,
II961,,,,,,,,,,,,,,,,,,,
II962,,,,,,,,,,,,,,,,,,,
II963,,,,,,,,,,,,,,,,,,,
II964,,,,,,,,,,,,,,,,,,,
II965,,,,,,,,,,,,,,,,,,,
II966,,,,,,,,,,,,,,,,,,,
II967,,,,,,,,,,,,,,,,,,,
II968,,,,,,,,,,,,,,,,,,,
II969,,,,,,,,,,,,,,,,,,,
II970,,,,,,,,,,,,,,,,,,,
II971,,,,,,,,,,,,,,,,,,,
II972,,,,,,,,,,,,,,,,,,,
II973,,,,,,,,,,,,,,,,,,,
II974,,,,,,,,,,,,,,,,,,,
II975,,,,,,,,,,,,,,,,,,,
II976,,,,,,,,,,,,,,,,,,,
II977,,,,,,,,,,,,,,,,,,,
II978,,,,,,,,,,,,,,,,,,,
II979,,,,,,,,,,,,,,,,,,,
II980,,,,,,,,,,,,,,,,,,,
II981,,,,,,,,,,,,,,,,,,,
II982,,,,,,,,,,,,,,,,,,,
II983,,,,,,,,,,,,,,,,,,,
II984,,,,,,,,,,,,,,,,,,,
II985,,,,,,,,,,,,,,,,,,,
II986,,,,,,,,,,,,,,,,,,,
II987,,,,,,,,,,,,,,,,,,,
II988,,,,,,,,,,,,,,,,,,,
II989,,,,,,,,,,,,,,,,,,,
II990,,,,,,,,,,,,,,,,,,,
II991,,,,,,,,,,,,,,,,,,,
II992,,,,,,,,,,,,,,,,,,,
II993,,,,,,,,,,,,,,,,,,,
II994,,,,,,,,,,,,,,,,,,,
II995,,,,,,,,,,,,,,,,,,,
II996,,,,,,,,,,,,,,,,,,,
II997,,,,,,,,,,,,,,,,,,,
II998,,,,,,,,,,,,,,,,,,,
II999,,,,,,,,,,,,,,,,,,,
